user_id,track_id,score
1,382,0.9779894948005676
1,327,0.8995223045349121
1,227,0.8333193063735962
1,455,0.7765383720397949
1,176,0.24297279119491577
1,252,0.22525544464588165
1,391,0.22333404421806335
1,259,0.2129725068807602
1,191,0.20821958780288696
1,497,0.1869574338197708
2,382,1.0556831359863281
2,227,0.815851628780365
2,455,0.7803127765655518
2,32,0.47516703605651855
2,259,0.4532589614391327
2,337,0.23736946284770966
2,413,0.19669006764888763
2,464,0.18152864277362823
2,321,0.15416261553764343
2,223,0.14742952585220337
3,413,1.435158133506775
3,454,0.956759512424469
3,47,0.8308406472206116
3,243,0.6392219662666321
3,363,0.6378304958343506
3,254,0.5850614905357361
3,299,0.5135126709938049
3,193,0.41762086749076843
3,112,0.40911370515823364
3,259,0.3643786609172821
4,257,0.7385848760604858
4,181,0.6740804314613342
4,243,0.5200462937355042
4,199,0.4021315276622772
4,56,0.3954779803752899
4,223,0.3481464982032776
4,112,0.2916478216648102
4,379,0.2911922335624695
4,382,0.28038203716278076
4,373,0.2310827672481537
5,413,0.8305544257164001
5,32,0.6881492137908936
5,181,0.6117366552352905
5,259,0.5422217845916748
5,257,0.5125057101249695
5,454,0.489349901676178
5,382,0.3582848012447357
5,199,0.3219155967235565
5,369,0.2821982502937317
5,253,0.27606773376464844
6,369,1.0189706087112427
6,56,0.8882327079772949
6,317,0.49265140295028687
6,204,0.2955658733844757
6,257,0.2614474594593048
6,497,0.19822758436203003
6,144,0.18843911588191986
6,413,0.1788741499185562
6,141,0.17885011434555054
6,274,0.17606930434703827
7,488,0.898675799369812
7,432,0.8980141878128052
7,161,0.8601927757263184
7,327,0.7699405550956726
7,463,0.23101001977920532
7,47,0.22696495056152344
7,11,0.22282493114471436
7,17,0.2204463630914688
7,191,0.19926854968070984
7,193,0.18564823269844055
8,382,0.8245885372161865
8,455,0.5799683928489685
8,227,0.4879375994205475
8,327,0.44074925780296326
8,413,0.26640138030052185
8,259,0.23870152235031128
8,463,0.23699714243412018
8,32,0.2051285058259964
8,181,0.18240799009799957
8,249,0.158924400806427
9,176,0.8711786866188049
9,337,0.6000177264213562
9,252,0.5748171210289001
9,32,0.42302584648132324
9,253,0.3697498142719269
9,183,0.28711554408073425
9,464,0.28434276580810547
9,38,0.2413339465856552
9,128,0.21702833473682404
9,478,0.2022445797920227
10,382,0.7011082768440247
10,227,0.6277583837509155
10,455,0.4581204354763031
10,223,0.4413149356842041
10,243,0.4082969129085541
10,327,0.31702956557273865
10,373,0.2747975289821625
10,259,0.24642832577228546
10,38,0.19885705411434174
10,321,0.19512401521205902
11,382,1.0146771669387817
11,227,0.7606748938560486
11,455,0.6038720011711121
11,223,0.4668899178504944
11,243,0.43506160378456116
11,327,0.37735897302627563
11,259,0.3477274775505066
11,373,0.24874509871006012
11,32,0.20767027139663696
11,321,0.15299305319786072
12,181,0.8074990510940552
12,382,0.6834267973899841
12,257,0.5860077738761902
12,337,0.5731097459793091
12,199,0.3976869583129883
12,253,0.2965662479400635
12,32,0.29506170749664307
12,310,0.2855578660964966
12,227,0.2740454375743866
12,321,0.24990776181221008
13,176,0.9158514142036438
13,369,0.823060154914856
13,38,0.5561222434043884
13,252,0.5378278493881226
13,191,0.33850714564323425
13,56,0.3078479766845703
13,148,0.30762505531311035
13,123,0.2837737202644348
13,172,0.22652259469032288
13,317,0.22189366817474365
14,413,0.8571149110794067
14,243,0.8498117327690125
14,47,0.6557303667068481
14,223,0.47036367654800415
14,454,0.4545377194881439
14,193,0.4303961992263794
14,259,0.4225980341434479
14,363,0.3614668846130371
14,254,0.3393554985523224
14,373,0.32991233468055725
15,413,1.050349473953247
15,454,0.853628933429718
15,56,0.7167482376098633
15,274,0.6241132020950317
15,299,0.5366329550743103
15,128,0.38574138283729553
15,369,0.38568776845932007
15,363,0.3733399212360382
15,288,0.3502119779586792
15,317,0.3466642498970032
16,382,0.8706228137016296
16,257,0.8028134703636169
16,181,0.6909348368644714
16,56,0.6622409224510193
16,227,0.632427453994751
16,455,0.5142313838005066
16,199,0.4922226667404175
16,369,0.41280654072761536
16,144,0.23711338639259338
16,259,0.22132296860218048
17,382,0.8924561142921448
17,413,0.8391132950782776
17,32,0.6069173216819763
17,455,0.5868988633155823
17,454,0.47645971179008484
17,259,0.44414159655570984
17,227,0.3694874346256256
17,299,0.25786423683166504
17,274,0.2015334963798523
17,220,0.17645540833473206
18,327,0.6922942996025085
18,181,0.5638348460197449
18,257,0.295119047164917
18,463,0.2557533383369446
18,39,0.24512486159801483
18,199,0.2372223436832428
18,249,0.21244199573993683
18,382,0.2096346765756607
18,379,0.18712209165096283
18,252,0.15563854575157166
19,327,0.9858987927436829
19,243,0.8147007822990417
19,176,0.7384240627288818
19,252,0.522692859172821
19,38,0.3147800862789154
19,463,0.26715609431266785
19,39,0.2132103443145752
19,191,0.21251021325588226
19,379,0.21097542345523834
19,223,0.20703323185443878
20,181,0.9613037705421448
20,257,0.8693957328796387
20,199,0.5813839435577393
20,56,0.41990774869918823
20,249,0.20563936233520508
20,369,0.20286087691783905
20,379,0.19388993084430695
20,310,0.16127841174602509
20,124,0.16059264540672302
20,253,0.15754926204681396
21,369,0.926322877407074
21,56,0.7411659359931946
21,243,0.6623750925064087
21,223,0.5028773546218872
21,373,0.42637938261032104
21,47,0.4120695888996124
21,38,0.41205069422721863
21,257,0.3490888476371765
21,317,0.3470373749732971
21,321,0.3309166729450226
22,382,1.0552788972854614
22,32,0.9107486605644226
22,413,0.7392174005508423
22,259,0.7163103222846985
22,455,0.6828731894493103
22,227,0.5536743998527527
22,454,0.36802640557289124
22,337,0.2544253170490265
22,464,0.18656903505325317
22,220,0.16196711361408234
23,413,0.979070246219635
23,32,0.6849064230918884
23,454,0.6743940711021423
23,259,0.4544471204280853
23,382,0.3102472722530365
23,363,0.30700474977493286
23,299,0.2964337468147278
23,254,0.29115888476371765
23,47,0.2501409947872162
23,291,0.22534815967082977
24,327,0.8633511662483215
24,382,0.795230507850647
24,176,0.6069375276565552
24,243,0.5924028754234314
24,252,0.47054845094680786
24,227,0.43675562739372253
24,223,0.3573400378227234
24,455,0.33011648058891296
24,38,0.239248588681221
24,497,0.1885177046060562
25,181,0.7235414981842041
25,257,0.6438184380531311
25,56,0.5925413370132446
25,369,0.5821502804756165
25,199,0.44669193029403687
25,321,0.39491429924964905
25,337,0.27218905091285706
25,310,0.2273673415184021
25,243,0.18225474655628204
25,124,0.1587427258491516
26,243,0.7830405831336975
26,327,0.5481052398681641
26,379,0.34599873423576355
26,181,0.28034070134162903
26,223,0.26389220356941223
26,112,0.24275891482830048
26,47,0.23141363263130188
26,176,0.2133495807647705
26,222,0.20852260291576385
26,463,0.20186056196689606
27,176,0.601360559463501
27,252,0.39627084136009216
27,454,0.24053612351417542
27,32,0.2368169128894806
27,369,0.1902690827846527
27,413,0.1881554275751114
27,128,0.17839646339416504
27,327,0.1623050719499588
27,38,0.1556955873966217
27,257,0.12869380414485931
28,327,0.9795080423355103
28,176,0.8453831076622009
28,252,0.6727097034454346
28,243,0.24635283648967743
28,382,0.23805983364582062
28,391,0.2305634468793869
28,38,0.2153944969177246
28,497,0.2150624394416809
28,191,0.2137012481689453
28,302,0.21032696962356567
29,382,0.7770278453826904
29,181,0.6593710780143738
29,32,0.5110698938369751
29,259,0.4876766800880432
29,257,0.47319504618644714
29,199,0.3519432842731476
29,455,0.3373902440071106
29,227,0.3176738917827606
29,337,0.29122194647789
29,413,0.28500041365623474
30,227,0.5346428751945496
30,382,0.508533775806427
30,455,0.4292585551738739
30,223,0.15248699486255646
30,391,0.11357862502336502
30,144,0.1002461239695549
30,497,0.09946273267269135
30,259,0.09208189696073532
30,373,0.0915532037615776
30,327,0.07748864591121674
31,382,0.7989514470100403
31,227,0.6948502063751221
31,455,0.5899019241333008
31,369,0.5338121652603149
31,56,0.5015439391136169
31,257,0.421739399433136
31,181,0.4123935401439667
31,259,0.30278488993644714
31,199,0.3021930456161499
31,223,0.16304956376552582
32,181,1.0892378091812134
32,382,0.73089998960495
32,257,0.6528392434120178
32,327,0.6300584673881531
32,463,0.5205384492874146
32,199,0.5122288465499878
32,249,0.504327118396759
32,379,0.3777806758880615
32,413,0.323988676071167
32,455,0.3040563464164734
33,181,0.9703970551490784
33,257,0.9686665534973145
33,176,0.7870833873748779
33,369,0.7777771353721619
